course_id,course_title,description,skills,difficulty,rating,url,source
66,Computational Quantum Mechanics Of Molecular And Extended Systems,"MIT OpenCourseWare: Computational Quantum Mechanics Of Molecular And Extended Systems. Free academic course from MIT's Chemical Engineering department. Covers Chemical Engineering, Process Design.","Chemical Engineering, Process Design",Advanced,4.5,https://ocw.mit.edu/courses/10-675j-computational-quantum-mechanics-of-molecular-and-extended-systems-fall-2004/,MIT OCW
67,Technology Law And The Working Environment,"MIT OpenCourseWare: Technology Law And The Working Environment. Free academic course from MIT's Chemical Engineering department. Covers Chemical Engineering, Process Design.","Chemical Engineering, Process Design",Advanced,4.5,https://ocw.mit.edu/courses/10-805j-technology-law-and-the-working-environment-spring-2006/,MIT OCW
68,Introduction To Urban Design And Development,"MIT OpenCourseWare: Introduction To Urban Design And Development. Free academic course from MIT's Urban Studies & Planning department. Covers Urban Planning, Public Policy, Community.","Urban Planning, Public Policy, Community",Beginner,4.5,https://ocw.mit.edu/courses/11-001j-introduction-to-urban-design-and-development-spring-2006/,MIT OCW
69,Making Public Policy,"MIT OpenCourseWare: Making Public Policy. Free academic course from MIT's Urban Studies & Planning department. Covers Urban Planning, Public Policy, Community.","Urban Planning, Public Policy, Community",Beginner,4.5,https://ocw.mit.edu/courses/11-002j-making-public-policy-fall-2014/,MIT OCW
70,Methods Of Policy Analysis,"MIT OpenCourseWare: Methods Of Policy Analysis. Free academic course from MIT's Urban Studies & Planning department. Covers Urban Planning, Public Policy, Community.","Urban Planning, Public Policy, Community",Beginner,4.5,https://ocw.mit.edu/courses/11-003j-methods-of-policy-analysis-spring-2016/,MIT OCW
71,Introduction To International Development,"MIT OpenCourseWare: Introduction To International Development. Free academic course from MIT's Urban Studies & Planning department. Covers Urban Planning, Public Policy, Community.","Urban Planning, Public Policy, Community",Beginner,4.5,https://ocw.mit.edu/courses/11-005-introduction-to-international-development-spring-2015/,MIT OCW
72,Poverty And Economic Security,"MIT OpenCourseWare: Poverty And Economic Security. Free academic course from MIT's Urban Studies & Planning department. Covers Urban Planning, Public Policy, Community.","Urban Planning, Public Policy, Community",Beginner,4.5,https://ocw.mit.edu/courses/11-006-poverty-and-economic-security-fall-2016/,MIT OCW
73,Resolving Public Disputes,"MIT OpenCourseWare: Resolving Public Disputes. Free academic course from MIT's Urban Studies & Planning department. Covers Urban Planning, Public Policy, Community.","Urban Planning, Public Policy, Community",Beginner,4.5,https://ocw.mit.edu/courses/11-007-resolving-public-disputes-spring-2005/,MIT OCW
74,The Art And Science Of Negotiation,"MIT OpenCourseWare: The Art And Science Of Negotiation. Free academic course from MIT's Urban Studies & Planning department. Covers Urban Planning, Public Policy, Community.","Urban Planning, Public Policy, Community",Beginner,4.5,https://ocw.mit.edu/courses/11-011-the-art-and-science-of-negotiation-spring-2006/,MIT OCW
75,American Urban History I,"MIT OpenCourseWare: American Urban History I. Free academic course from MIT's Urban Studies & Planning department. Covers Urban Planning, Public Policy, Community.","Urban Planning, Public Policy, Community",Beginner,4.5,https://ocw.mit.edu/courses/11-013j-american-urban-history-i-spring-2010/,MIT OCW
76,American Urban History Ii,"MIT OpenCourseWare: American Urban History Ii. Free academic course from MIT's Urban Studies & Planning department. Covers Urban Planning, Public Policy, Community.","Urban Planning, Public Policy, Community",Beginner,4.5,https://ocw.mit.edu/courses/11-014j-american-urban-history-ii-fall-2011/,MIT OCW
77,The Once And Future City,"MIT OpenCourseWare: The Once And Future City. Free academic course from MIT's Urban Studies & Planning department. Covers Urban Planning, Public Policy, Community.","Urban Planning, Public Policy, Community",Beginner,4.5,https://ocw.mit.edu/courses/11-016j-the-once-and-future-city-spring-2015/,MIT OCW
78,Introduction To Civil And Environmental Engineering Design I,"MIT OpenCourseWare: Introduction To Civil And Environmental Engineering Design I. Free academic course from MIT's Civil & Environmental Engineering department. Covers Civil Engineering, Environmental Engineering.","Civil Engineering, Environmental Engineering",Intermediate,4.5,https://ocw.mit.edu/courses/1-101-introduction-to-civil-and-environmental-engineering-design-i-fall-2005/,MIT OCW
79,Poverty Public Policy And Controversy,"MIT OpenCourseWare: Poverty Public Policy And Controversy. Free academic course from MIT's Urban Studies & Planning department. Covers Urban Planning, Public Policy, Community.","Urban Planning, Public Policy, Community",Beginner,4.5,https://ocw.mit.edu/courses/11-020-poverty-public-policy-and-controversy-fall-2003/,MIT OCW
80,City To City Comparing Researching And Writing About Cities New Orleans,"MIT OpenCourseWare: City To City Comparing Researching And Writing About Cities New Orleans. Free academic course from MIT's Urban Studies & Planning department. Covers Urban Planning, Public Policy, Community.","Urban Planning, Public Policy, Community",Beginner,4.5,https://ocw.mit.edu/courses/11-027-city-to-city-comparing-researching-and-writing-about-cities-new-orleans-spring-2011/,MIT OCW
81,City To City Comparing Researching And Writing About Cities,"MIT OpenCourseWare: City To City Comparing Researching And Writing About Cities. Free academic course from MIT's Urban Studies & Planning department. Covers Urban Planning, Public Policy, Community.","Urban Planning, Public Policy, Community",Beginner,4.5,https://ocw.mit.edu/courses/11-027-city-to-city-comparing-researching-and-writing-about-cities-spring-2006/,MIT OCW
82,Global Cityscope Disaster Planning And Post Disaster Rebuilding And Recovery,"MIT OpenCourseWare: Global Cityscope Disaster Planning And Post Disaster Rebuilding And Recovery. Free academic course from MIT's Urban Studies & Planning department. Covers Urban Planning, Public Policy, Community.","Urban Planning, Public Policy, Community",Beginner,4.5,https://ocw.mit.edu/courses/11-027-global-cityscope-disaster-planning-and-post-disaster-rebuilding-and-recovery-spring-2017/,MIT OCW
83,Civil Engineering Materials Laboratory,"MIT OpenCourseWare: Civil Engineering Materials Laboratory. Free academic course from MIT's Civil & Environmental Engineering department. Covers Civil Engineering, Environmental Engineering.","Civil Engineering, Environmental Engineering",Intermediate,4.5,https://ocw.mit.edu/courses/1-103-civil-engineering-materials-laboratory-spring-2004/,MIT OCW
84,Solid Mechanics Laboratory,"MIT OpenCourseWare: Solid Mechanics Laboratory. Free academic course from MIT's Civil & Environmental Engineering department. Covers Civil Engineering, Environmental Engineering.","Civil Engineering, Environmental Engineering",Intermediate,4.5,https://ocw.mit.edu/courses/1-105-solid-mechanics-laboratory-fall-2003/,MIT OCW
85,Environment And Society,"MIT OpenCourseWare: Environment And Society. Free academic course from MIT's Urban Studies & Planning department. Covers Urban Planning, Public Policy, Community.","Urban Planning, Public Policy, Community",Intermediate,4.5,https://ocw.mit.edu/courses/11-122-environment-and-society-fall-2002/,MIT OCW
86,Big Plans And Mega Urban Landscapes,"MIT OpenCourseWare: Big Plans And Mega Urban Landscapes. Free academic course from MIT's Urban Studies & Planning department. Covers Urban Planning, Public Policy, Community.","Urban Planning, Public Policy, Community",Intermediate,4.5,https://ocw.mit.edu/courses/11-123-big-plans-and-mega-urban-landscapes-spring-2014/,MIT OCW
87,Introduction To Education Looking Forward And Looking Back On Education,"MIT OpenCourseWare: Introduction To Education Looking Forward And Looking Back On Education. Free academic course from MIT's Urban Studies & Planning department. Covers Urban Planning, Public Policy, Community.","Urban Planning, Public Policy, Community",Intermediate,4.5,https://ocw.mit.edu/courses/11-124-introduction-to-education-looking-forward-and-looking-back-on-education-fall-2011/,MIT OCW
88,Introduction To Education Understanding And Evaluating Education,"MIT OpenCourseWare: Introduction To Education Understanding And Evaluating Education. Free academic course from MIT's Urban Studies & Planning department. Covers Urban Planning, Public Policy, Community.","Urban Planning, Public Policy, Community",Intermediate,4.5,https://ocw.mit.edu/courses/11-125-introduction-to-education-understanding-and-evaluating-education-spring-2009/,MIT OCW
89,Economics Of Education,"MIT OpenCourseWare: Economics Of Education. Free academic course from MIT's Urban Studies & Planning department. Covers Urban Planning, Public Policy, Community.","Urban Planning, Public Policy, Community",Intermediate,4.5,https://ocw.mit.edu/courses/11-126j-economics-of-education-spring-2007/,MIT OCW
90,Computer Games And Simulations For Education And Exploration,"MIT OpenCourseWare: Computer Games And Simulations For Education And Exploration. Free academic course from MIT's Urban Studies & Planning department. Covers Urban Planning, Public Policy, Community.","Urban Planning, Public Policy, Community",Intermediate,4.5,https://ocw.mit.edu/courses/11-127j-computer-games-and-simulations-for-education-and-exploration-spring-2015/,MIT OCW
91,Information Technology And The Labor Market,"MIT OpenCourseWare: Information Technology And The Labor Market. Free academic course from MIT's Urban Studies & Planning department. Covers Urban Planning, Public Policy, Community.","Urban Planning, Public Policy, Community",Intermediate,4.5,https://ocw.mit.edu/courses/11-128-information-technology-and-the-labor-market-spring-2005/,MIT OCW
92,Educational Theory And Practice I,"MIT OpenCourseWare: Educational Theory And Practice I. Free academic course from MIT's Urban Studies & Planning department. Covers Urban Planning, Public Policy, Community.","Urban Planning, Public Policy, Community",Intermediate,4.5,https://ocw.mit.edu/courses/11-129-educational-theory-and-practice-i-fall-2011/,MIT OCW
93,Educational Theory And Practice Iii,"MIT OpenCourseWare: Educational Theory And Practice Iii. Free academic course from MIT's Urban Studies & Planning department. Covers Urban Planning, Public Policy, Community.","Urban Planning, Public Policy, Community",Intermediate,4.5,https://ocw.mit.edu/courses/11-131-educational-theory-and-practice-iii-spring-2012/,MIT OCW
94,The City In Film,"MIT OpenCourseWare: The City In Film. Free academic course from MIT's Urban Studies & Planning department. Covers Urban Planning, Public Policy, Community.","Urban Planning, Public Policy, Community",Intermediate,4.5,https://ocw.mit.edu/courses/11-139-the-city-in-film-spring-2015/,MIT OCW
95,Human Rights At Home And Abroad,"MIT OpenCourseWare: Human Rights At Home And Abroad. Free academic course from MIT's Urban Studies & Planning department. Covers Urban Planning, Public Policy, Community.","Urban Planning, Public Policy, Community",Intermediate,4.5,https://ocw.mit.edu/courses/11-164-human-rights-at-home-and-abroad-fall-2015/,MIT OCW
96,Infrastructure And Energy Technology Challenges,"MIT OpenCourseWare: Infrastructure And Energy Technology Challenges. Free academic course from MIT's Urban Studies & Planning department. Covers Urban Planning, Public Policy, Community.","Urban Planning, Public Policy, Community",Intermediate,4.5,https://ocw.mit.edu/courses/11-165-infrastructure-and-energy-technology-challenges-fall-2011/,MIT OCW
97,Law Social Movements And Public Policy Comparative And International Experience,"MIT OpenCourseWare: Law Social Movements And Public Policy Comparative And International Experience. Free academic course from MIT's Urban Studies & Planning department. Covers Urban Planning, Public Policy, Community.","Urban Planning, Public Policy, Community",Intermediate,4.5,https://ocw.mit.edu/courses/11-166-law-social-movements-and-public-policy-comparative-and-international-experience-spring-2012/,MIT OCW
98,Economic Development Technical Capabilities,"MIT OpenCourseWare: Economic Development Technical Capabilities. Free academic course from MIT's Urban Studies & Planning department. Covers Urban Planning, Public Policy, Community.","Urban Planning, Public Policy, Community",Intermediate,4.5,https://ocw.mit.edu/courses/11-167-economic-development-technical-capabilities-spring-2004/,MIT OCW
99,Gateway Planning Action,"MIT OpenCourseWare: Gateway Planning Action. Free academic course from MIT's Urban Studies & Planning department. Covers Urban Planning, Public Policy, Community.","Urban Planning, Public Policy, Community",Intermediate,4.5,https://ocw.mit.edu/courses/11-201-gateway-planning-action-fall-2002/,MIT OCW
100,Gateway To The Profession Of Planning,"MIT OpenCourseWare: Gateway To The Profession Of Planning. Free academic course from MIT's Urban Studies & Planning department. Covers Urban Planning, Public Policy, Community.","Urban Planning, Public Policy, Community",Intermediate,4.5,https://ocw.mit.edu/courses/11-201-gateway-to-the-profession-of-planning-fall-2010/,MIT OCW
101,Planning Economics,"MIT OpenCourseWare: Planning Economics. Free academic course from MIT's Urban Studies & Planning department. Covers Urban Planning, Public Policy, Community.","Urban Planning, Public Policy, Community",Intermediate,4.5,https://ocw.mit.edu/courses/11-202-planning-economics-fall-2010/,MIT OCW
102,Microeconomics,"MIT OpenCourseWare: Microeconomics. Free academic course from MIT's Urban Studies & Planning department. Covers Urban Planning, Public Policy, Community.","Urban Planning, Public Policy, Community",Intermediate,4.5,https://ocw.mit.edu/courses/11-203-microeconomics-fall-2010/,MIT OCW
103,Planning Communications And Digital Media,"MIT OpenCourseWare: Planning Communications And Digital Media. Free academic course from MIT's Urban Studies & Planning department. Covers Urban Planning, Public Policy, Community.","Urban Planning, Public Policy, Community",Intermediate,4.5,https://ocw.mit.edu/courses/11-204-planning-communications-and-digital-media-fall-2004/,MIT OCW
104,Introduction To Spatial Analysis,"MIT OpenCourseWare: Introduction To Spatial Analysis. Free academic course from MIT's Urban Studies & Planning department. Covers Urban Planning, Public Policy, Community.","Urban Planning, Public Policy, Community",Intermediate,4.5,https://ocw.mit.edu/courses/11-205-introduction-to-spatial-analysis-fall-2019/,MIT OCW
105,Introduction To Computers In Public Management Ii,"MIT OpenCourseWare: Introduction To Computers In Public Management Ii. Free academic course from MIT's Urban Studies & Planning department. Covers Urban Planning, Public Policy, Community.","Urban Planning, Public Policy, Community",Intermediate,4.5,https://ocw.mit.edu/courses/11-208-introduction-to-computers-in-public-management-ii-january-iap-2002/,MIT OCW
106,Responsive Web Design,"freeCodeCamp certified curriculum: Responsive Web Design. HTML, CSS, Responsive Design.","HTML, CSS, Responsive Design",Beginner,4.8,https://www.freecodecamp.org/learn/responsive-web-design/,freeCodeCamp
107,JavaScript Algorithms and Data Structures,"freeCodeCamp certified curriculum: JavaScript Algorithms and Data Structures. JavaScript, Algorithms, Data Structures.","JavaScript, Algorithms, Data Structures",Intermediate,4.8,https://www.freecodecamp.org/learn/javascript-algorithms-and-data-structures/,freeCodeCamp
108,Front End Development Libraries,"freeCodeCamp certified curriculum: Front End Development Libraries. React, Redux, Bootstrap, jQuery.","React, Redux, Bootstrap, jQuery",Intermediate,4.8,https://www.freecodecamp.org/learn/front-end-development-libraries/,freeCodeCamp
109,Data Visualization,"freeCodeCamp certified curriculum: Data Visualization. D3.js, Data Visualization, SVG.","D3.js, Data Visualization, SVG",Intermediate,4.8,https://www.freecodecamp.org/learn/data-visualization/,freeCodeCamp
110,Relational Database,"freeCodeCamp certified curriculum: Relational Database. SQL, PostgreSQL, Bash.","SQL, PostgreSQL, Bash",Intermediate,4.8,https://www.freecodecamp.org/learn/relational-database/,freeCodeCamp
111,Back End Development and APIs,"freeCodeCamp certified curriculum: Back End Development and APIs. Node.js, Express, MongoDB.","Node.js, Express, MongoDB",Intermediate,4.8,https://www.freecodecamp.org/learn/back-end-development-and-apis/,freeCodeCamp
112,Quality Assurance,"freeCodeCamp certified curriculum: Quality Assurance. Testing, Chai, Mocha.","Testing, Chai, Mocha",Advanced,4.8,https://www.freecodecamp.org/learn/quality-assurance/,freeCodeCamp
113,Scientific Computing with Python,"freeCodeCamp certified curriculum: Scientific Computing with Python. Python, NumPy, Pandas, Matplotlib.","Python, NumPy, Pandas, Matplotlib",Beginner,4.8,https://www.freecodecamp.org/learn/scientific-computing-with-python/,freeCodeCamp
114,Data Analysis with Python,"freeCodeCamp certified curriculum: Data Analysis with Python. Python, Pandas, NumPy, Data Analysis.","Python, Pandas, NumPy, Data Analysis",Intermediate,4.8,https://www.freecodecamp.org/learn/data-analysis-with-python/,freeCodeCamp
115,Information Security,"freeCodeCamp certified curriculum: Information Security. Cybersecurity, Penetration Testing.","Cybersecurity, Penetration Testing",Advanced,4.8,https://www.freecodecamp.org/learn/information-security/,freeCodeCamp
116,Machine Learning with Python,"freeCodeCamp certified curriculum: Machine Learning with Python. Machine Learning, TensorFlow, Python.","Machine Learning, TensorFlow, Python",Advanced,4.8,https://www.freecodecamp.org/learn/machine-learning-with-python/,freeCodeCamp
117,College Algebra with Python,"freeCodeCamp certified curriculum: College Algebra with Python. Mathematics, Algebra, Python.","Mathematics, Algebra, Python",Beginner,4.8,https://www.freecodecamp.org/learn/college-algebra-with-python/,freeCodeCamp
118,A2 English for Developers,"freeCodeCamp certified curriculum: A2 English for Developers. English, Communication.","English, Communication",Beginner,4.8,https://www.freecodecamp.org/learn/a2-english-for-developers/,freeCodeCamp
119,Foundational C# with Microsoft,"freeCodeCamp certified curriculum: Foundational C# with Microsoft. C#, .NET, Microsoft.","C#, .NET, Microsoft",Beginner,4.8,https://www.freecodecamp.org/learn/foundational-c#-with-microsoft/,freeCodeCamp
120,Math,"Free Khan Academy course: Math. Covers Mathematics, Arithmetic, Geometry, Trigonometry. Learn at your own pace with exercises and videos.","Mathematics, Arithmetic, Geometry, Trigonometry",Beginner,4.7,https://www.khanacademy.org/math,Khan Academy
121,Algebra,"Free Khan Academy course: Algebra. Covers Algebra, Linear Equations, Polynomials. Learn at your own pace with exercises and videos.","Algebra, Linear Equations, Polynomials",Beginner,4.7,https://www.khanacademy.org/math/algebra,Khan Academy
122,Calculus 1,"Free Khan Academy course: Calculus 1. Covers Calculus, Derivatives, Integrals, Limits. Learn at your own pace with exercises and videos.","Calculus, Derivatives, Integrals, Limits",Intermediate,4.7,https://www.khanacademy.org/math/calculus-1,Khan Academy
123,Statistics & Probability,"Free Khan Academy course: Statistics & Probability. Covers Statistics, Probability, Data Analysis, Distributions. Learn at your own pace with exercises and videos.","Statistics, Probability, Data Analysis, Distributions",Intermediate,4.7,https://www.khanacademy.org/math/statistics-probability,Khan Academy
124,Linear Algebra,"Free Khan Academy course: Linear Algebra. Covers Linear Algebra, Vectors, Matrices, Eigenvalues. Learn at your own pace with exercises and videos.","Linear Algebra, Vectors, Matrices, Eigenvalues",Advanced,4.7,https://www.khanacademy.org/math/linear-algebra,Khan Academy
125,Differential Equations,"Free Khan Academy course: Differential Equations. Covers Differential Equations, Calculus, Engineering Math. Learn at your own pace with exercises and videos.","Differential Equations, Calculus, Engineering Math",Advanced,4.7,https://www.khanacademy.org/math/differential-equations,Khan Academy
126,AP Computer Science Principles,"Free Khan Academy course: AP Computer Science Principles. Covers Computer Science, Programming, Algorithms, Data. Learn at your own pace with exercises and videos.","Computer Science, Programming, Algorithms, Data",Beginner,4.7,https://www.khanacademy.org/computing/ap-computer-science-principles,Khan Academy
127,Computer Programming,"Free Khan Academy course: Computer Programming. Covers JavaScript, HTML, CSS, Web Development. Learn at your own pace with exercises and videos.","JavaScript, HTML, CSS, Web Development",Beginner,4.7,https://www.khanacademy.org/computing/computer-programming,Khan Academy
128,Computer Science,"Free Khan Academy course: Computer Science. Covers Algorithms, Data Structures, Computer Theory. Learn at your own pace with exercises and videos.","Algorithms, Data Structures, Computer Theory",Intermediate,4.7,https://www.khanacademy.org/computing/computer-science,Khan Academy
129,AP Physics 1,"Free Khan Academy course: AP Physics 1. Covers Physics, Mechanics, Forces, Energy, Waves. Learn at your own pace with exercises and videos.","Physics, Mechanics, Forces, Energy, Waves",Intermediate,4.7,https://www.khanacademy.org/science/ap-physics-1,Khan Academy
130,AP Chemistry,"Free Khan Academy course: AP Chemistry. Covers Chemistry, Chemical Reactions, Stoichiometry. Learn at your own pace with exercises and videos.","Chemistry, Chemical Reactions, Stoichiometry",Intermediate,4.7,https://www.khanacademy.org/science/ap-chemistry-beta,Khan Academy
131,AP Biology,"Free Khan Academy course: AP Biology. Covers Biology, Cell Biology, Genetics, Evolution. Learn at your own pace with exercises and videos.","Biology, Cell Biology, Genetics, Evolution",Intermediate,4.7,https://www.khanacademy.org/science/ap-biology,Khan Academy
132,Organic Chemistry,"Free Khan Academy course: Organic Chemistry. Covers Organic Chemistry, Reactions, Spectroscopy. Learn at your own pace with exercises and videos.","Organic Chemistry, Reactions, Spectroscopy",Advanced,4.7,https://www.khanacademy.org/science/organic-chemistry,Khan Academy
133,Macroeconomics,"Free Khan Academy course: Macroeconomics. Covers Economics, GDP, Inflation, Monetary Policy. Learn at your own pace with exercises and videos.","Economics, GDP, Inflation, Monetary Policy",Intermediate,4.7,https://www.khanacademy.org/economics-finance-domain/macroeconomics,Khan Academy
134,Finance & Capital Markets,"Free Khan Academy course: Finance & Capital Markets. Covers Finance, Stocks, Bonds, Investment, Banking. Learn at your own pace with exercises and videos.","Finance, Stocks, Bonds, Investment, Banking",Intermediate,4.7,https://www.khanacademy.org/economics-finance-domain/core-finance,Khan Academy
135,World History,"Free Khan Academy course: World History. Covers History, World History, Civilizations, Culture. Learn at your own pace with exercises and videos.","History, World History, Civilizations, Culture",Beginner,4.7,https://www.khanacademy.org/humanities/world-history,Khan Academy
136,US History,"Free Khan Academy course: US History. Covers American History, Government, Law, Society. Learn at your own pace with exercises and videos.","American History, Government, Law, Society",Beginner,4.7,https://www.khanacademy.org/humanities/us-history,Khan Academy
137,Art History,"Free Khan Academy course: Art History. Covers Art History, Painting, Sculpture, Periods. Learn at your own pace with exercises and videos.","Art History, Painting, Sculpture, Periods",Beginner,4.7,https://www.khanacademy.org/humanities/art-history,Khan Academy
138,Grammar,"Free Khan Academy course: Grammar. Covers English Grammar, Writing, Language Arts. Learn at your own pace with exercises and videos.","English Grammar, Writing, Language Arts",Beginner,4.7,https://www.khanacademy.org/humanities/grammar,Khan Academy
139,GMAT,"Free Khan Academy course: GMAT. Covers GMAT, Business School, Test Prep, Quantitative. Learn at your own pace with exercises and videos.","GMAT, Business School, Test Prep, Quantitative",Advanced,4.7,https://www.khanacademy.org/test-prep/gmat,Khan Academy
140,SAT,"Free Khan Academy course: SAT. Covers SAT, College Entrance, Test Preparation, Math. Learn at your own pace with exercises and videos.","SAT, College Entrance, Test Preparation, Math",Intermediate,4.7,https://www.khanacademy.org/test-prep/sat,Khan Academy
141,Life Skills,"Free Khan Academy course: Life Skills. Covers Personal Finance, Career, Decision Making, Life Skills. Learn at your own pace with exercises and videos.","Personal Finance, Career, Decision Making, Life Skills",Beginner,4.7,https://www.khanacademy.org/college-careers-more/life-skills,Khan Academy
